linear,angular
0.0,-0.2548208186615986
0.0,-0.25316602161422197
0.0,-0.2515351684977097
0.0,-0.24991490563645785
0.0,-0.24345994910493318
0.0,-0.24266022166505283
0.0,-0.24030234983458942
0.0,-0.23952327838435594
0.0,-0.23643231710687107
0.0,-0.23489438316121525
0.0,-0.23336143514409488
0.0,-0.2311064483810944
0.0,-0.22437582632794803
0.0,-0.22214998921647494
0.0,-0.2214319857050461
0.0,-0.21858846565976564
0.0,-0.2150523575235886
0.0,-0.21155494174256748
0.0,-0.20735804459348148
0.0,-0.20528222343221134
0.0,-0.2019242050339264
0.0,-0.19863304516568606
0.0,-0.19732998630299992
0.0,-0.19154616615071718
0.0,-0.19028325101628726
0.0,-0.18967030665173953
0.0,-0.18905735632672732
0.0,-0.18784346601262514
0.0,-0.1872384848286194
0.0,-0.18603628894582216
0.0,-0.18603628894582216
0.0,-0.18484180590405885
0.0,-0.1800792755772156
0.0,-0.17829332968488162
0.0,-0.1753511013676209
0.0,-0.16905231496587222
0.0,-0.1662184538532776
0.0,-0.16455523988500065
0.0,-0.15761334320798343
0.0,-0.15602297207608645
0.0,-0.15602297207608645
0.0,-0.15291811844602052
0.0,-0.15291811844602052
0.0,-0.15241884609952394
0.0,-0.15144016167416993
0.0,-0.14899507185712282
0.0,-0.1475349845577759
0.0,-0.14609680792584842
0.0,-0.14420369288220827
0.0,-0.143736177890448
0.0,-0.14046966454282228
0.0,-0.13954677006497804
0.0,-0.13270714899793093
0.0,-0.1322576465298218
0.0,-0.12790158411755984
0.0,-0.12747836729779666
0.0,-0.1266458573032898
0.0,-0.12582728287473147
0.0,-0.12379828116193238
0.0,-0.12298775336041871
0.0,-0.11937292238965455
0.0,-0.11779349467053833
0.0,-0.11664751192822877
0.0,-0.11400894543424073
0.0,-0.1110359849621338
0.0,-0.10702287575498047
0.0,-0.10630272051587525
0.0,-0.10559210201993409
0.0,-0.1032040061642212
0.0,-0.10116980692639771
0.0,-0.1005016627003235
0.0,-0.1001800598789734
0.0,-0.09953787943616334
0.0,-0.09921730181470338
0.0,-0.09826070687070314
0.0,-0.09635573050275269
0.0,-0.09509493729367677
0.0,-0.09416992089047853
0.0,-0.09263630530133668
0.0,-0.08991828581586304
0.0,-0.08932541033521119
0.0,-0.08902897259488526
0.0,-0.08787801882520142
0.0,-0.08616108319058839
0.0,-0.08361261507764282
0.0,-0.0813904108692688
0.0,-0.08030385395780029
0.0,-0.07846649309888307
0.0,-0.07691422125592652
0.0,-0.07616094967618409
0.0,-0.0759148182560486
0.0,-0.07567110678449097
0.0,-0.07542739531293335
0.0,-0.07445568463101807
0.0,-0.07203654667630616
0.0,-0.07132176777615967
0.0,-0.07063022276654664
0.0,-0.07017375847592774
0.0,-0.06903703829541627
0.0,-0.06881248375668945
0.0,-0.06859156510129395
0.0,-0.06859156510129395
0.0,-0.06815187355771485
0.0,-0.067932373492865
0.0,-0.0677142920185608
0.0,-0.06575573107495729
0.0,-0.06553835293546144
0.0,-0.06511123797192994
0.0,-0.06322510859265748
0.0,-0.062391680686621105
0.0,-0.06157636067166749
0.0,-0.060373109786657726
0.0,-0.05977937599912111
0.0,-0.05958232304349367
0.0,-0.059389132468847666
0.0,-0.059389132468847666
0.0,-0.059008425681738294
0.0,-0.058248251884130874
0.0,-0.05692278763547364
0.0,-0.056545132606176766
0.0,-0.05635873696103517
0.0,-0.05617780110135499
0.0,-0.05599746128812257
0.0,-0.05581709763303224
0.0,-0.05527836701169435
0.0,-0.054027503936438
0.0,-0.05384888073697511
0.0,-0.05278064629331056
0.0,-0.051916212051062026
0.0,-0.05071966072812501
0.0,-0.04971734902158204
0.0,-0.0492266120602173
0.0,-0.0492266120602173
0.0,-0.0492266120602173
0.0,-0.04890200516477052
0.0,-0.04793939015164796
0.0,-0.04778184315457765
0.0,-0.0476284446407837
0.0,-0.04701682945981446
0.0,-0.046406215636877454
0.0,-0.045495671241430675
0.0,-0.045495671241430675
0.0,-0.04505597969785157
0.0,-0.04432806393399659
0.0,-0.0436015309979004
0.0,-0.04331550022855225
0.0,-0.04261555096402589
0.0,-0.041920680015234385
0.0,-0.0413662376095337
0.0,-0.04041165730252686
0.0,-0.039477962463049326
0.0,-0.038828319518713385
0.0,-0.03766743561520997
0.0,-0.03716835400357667
0.0,-0.036682504623083506
0.0,-0.036441439597753915
0.0,-0.035964077918676764
0.0,-0.03455855271115724
0.0,-0.03386191746488038
0.0,-0.03352116963162843
0.0,-0.033196085899023446
0.0,-0.03298155686154786
0.0,-0.03202239891782228
0.0,-0.031810611694006355
0.0,-0.03129212281003419
0.0,-0.030986064880041513
0.0,-0.03078247925534669
0.0,-0.030582207648901377
0.0,-0.030286044089941414
0.0,-0.029893940894750982
0.0,-0.029211753814367684
0.0,-0.028729695289282237
0.0,-0.02825137993588868
0.0,-0.02686771771207276
0.0,-0.026593464820532237
0.0,-0.025982755630163584
0.0,-0.025812572448400885
0.0,-0.025727457015661627
0.0,-0.025562256782202156
0.0,-0.025150341003088387
0.0,-0.024822110145239266
0.0,-0.024176925628332527
0.0,-0.023219555823950203
0.0,-0.022588247268347177
0.0,-0.022281831710485846
0.0,-0.021693486182836924
0.0,-0.02154991051450196
0.0,-0.02154991051450196
0.0,-0.021063918082861337
0.0,-0.0205811919857544
0.0,-0.020170563666967782
0.0,-0.019904035537390147
0.0,-0.019644516914038096
0.0,-0.019452589957861338
0.0,-0.019073766677526863
0.0,-0.018761295287756354
0.0,-0.018639224975256354
0.0,-0.01857919117703858
