linear,angular
0.0,-0.10272952180016122
0.0,-0.10272952180016122
0.0,-0.10141458391803584
0.0,-0.09911344248461805
0.0,-0.09878891605544171
0.0,-0.09814722623336396
0.0,-0.09719781402158818
0.0,-0.09656967196273884
0.0,-0.09594760622489533
0.0,-0.09439445074307999
0.0,-0.0934693725000628
0.0,-0.09072596218097291
0.0,-0.09012479792940697
0.0,-0.08983447413551889
0.0,-0.08868087689983926
0.0,-0.08810500811445794
0.0,-0.08667503904211603
0.0,-0.08413761417973123
0.0,-0.08330095868218027
0.0,-0.08303171854126534
0.0,-0.0814243079315432
0.0,-0.08035891662943444
0.0,-0.07823844860899529
0.0,-0.07772074203598581
0.0,-0.07696286897766672
0.0,-0.07671416263687691
0.0,-0.07646787922489724
0.0,-0.0762215987931498
0.0,-0.07548671822655281
0.0,-0.07548671822655281
0.0,-0.07524281005966744
0.0,-0.07258175473320565
0.0,-0.07234097879040323
0.0,-0.07093037824738106
0.0,-0.07000287335026345
0.0,-0.06839146177876076
0.0,-0.06748652021992288
0.0,-0.06331285100090585
0.0,-0.06223306517708383
0.0,-0.06201710860836587
0.0,-0.06181796352970682
0.0,-0.06142105321991525
0.0,-0.06062851111996256
0.0,-0.06003632705319009
0.0,-0.059643231440664156
0.0,-0.059063093472600796
0.0,-0.05791668753731332
0.0,-0.05753868382084451
0.0,-0.0571606801043757
0.0,-0.05603767197239481
0.0,-0.054192806888700346
0.0,-0.05184367160904489
0.0,-0.05167025189507089
0.0,-0.051330934573293546
0.0,-0.05100024800407968
0.0,-0.05050638179886423
0.0,-0.04968615036118112
0.0,-0.04838686447250925
0.0,-0.04775088291275583
0.0,-0.04775088291275583
0.0,-0.04667922716248117
0.0,-0.04560960393059335
0.0,-0.045008681822896815
0.0,-0.04427208166229806
0.0,-0.04368827800858102
0.0,-0.04268715839493356
0.0,-0.04169732790100656
0.0,-0.0408617184649714
0.0,-0.04072828750717721
0.0,-0.04059753279793344
0.0,-0.04033644061195932
0.0,-0.040076618004918914
0.0,-0.03994670372116647
0.0,-0.0391739116202601
0.0,-0.038533513356328826
0.0,-0.037904261160970544
0.0,-0.03753433685410104
0.0,-0.036927871514440394
0.0,-0.036806576062322474
0.0,-0.0363300190459498
0.0,-0.03609406809914193
0.0,-0.03539500694382272
0.0,-0.03412222724068246
0.0,-0.033327143002630094
0.0,-0.03321388225662789
0.0,-0.03321388225662789
0.0,-0.03300095062363229
0.0,-0.03268209557640634
0.0,-0.03151501278984628
0.0,-0.031200240660787443
0.0,-0.03089023094284616
0.0,-0.0307893798838862
0.0,-0.03059069376099191
0.0,-0.03039364080536447
0.0,-0.029414735842824793
0.0,-0.029025070477605677
0.0,-0.028833679963231898
0.0,-0.028646676350713586
0.0,-0.028461526442647794
0.0,-0.02836925845253549
0.0,-0.02800316672432504
0.0,-0.027912090827108244
0.0,-0.02782248120415292
0.0,-0.027733163643956997
0.0,-0.027555100728154994
0.0,-0.027555100728154994
0.0,-0.027201823998571253
0.0,-0.026584588099599696
0.0,-0.026497541476369714
0.0,-0.026497541476369714
0.0,-0.026242606450200892
0.0,-0.02547948222267709
0.0,-0.025226734686971522
0.0,-0.024732647944570398
0.0,-0.024249874163747645
0.0,-0.024249874163747645
0.0,-0.024093131829381803
0.0,-0.024093131829381803
0.0,-0.024015526581884244
0.0,-0.023938433934331753
0.0,-0.023399989415288786
0.0,-0.02294012169945321
0.0,-0.02286524038422189
0.0,-0.02286524038422189
0.0,-0.022792075682760097
0.0,-0.022645734358907557
0.0,-0.022645734358907557
0.0,-0.022427867461324552
0.0,-0.02206553678619943
0.0,-0.02206553678619943
0.0,-0.02148998837578378
0.0,-0.02113346319305978
0.0,-0.02064471702683053
0.0,-0.02030544142830453
0.0,-0.019580440331579067
0.0,-0.01945048432457528
0.0,-0.019387827921987393
0.0,-0.01932558875191293
0.0,-0.018953339863897183
0.0,-0.018829660225988247
0.0,-0.018522833396077968
0.0,-0.01846217970955453
0.0,-0.018343632031560756
0.0,-0.0182254777442225
0.0,-0.017754362631917812
0.0,-0.017637716342092373
0.0,-0.017522584010244226
0.0,-0.017409704733968592
0.0,-0.017297189046026087
0.0,-0.016626851369024136
0.0,-0.016292946148992397
0.0,-0.01618224244225106
0.0,-0.01581407647240243
0.0,-0.015346960831762171
0.0,-0.015092758942724086
0.0,-0.014945428181768274
0.0,-0.01489631991493783
0.0,-0.014318774748922205
0.0,-0.013841615725637293
0.0,-0.013656489659429408
0.0,-0.013610671568990564
0.0,-0.013566379357457973
0.0,-0.013174383450628139
0.0,-0.013000737239003992
0.0,-0.012829594422460414
0.0,-0.012662075568319178
0.0,-0.012496762086034632
0.0,-0.012415187169195032
0.0,-0.012375198413015223
0.0,-0.012057106305242395
0.0,-0.01189857583153329
0.0,-0.01166402559387765
0.0,-0.01151121716606698
0.0,-0.011285768557668543
0.0,-0.01084080200302682
0.0,-0.010694901753545618
0.0,-0.010518603135228968
0.0,-0.01041592817413888
0.0,-0.010280726958394862
0.0,-0.010112755108953334
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.2984196210704847,0.0
0.29361971804943,0.0
0.2924260802015908,0.0
0.2865154169709499,0.0
0.2853409457039979,0.0
0.2818319009261948,0.0
0.27497916164503766,0.0
0.2693145993746694,0.0
0.2659327113395891,0.0
0.26157846106450144,0.0
0.25729661112079855,0.0
0.24988550245106242,0.0
0.24364207101989094,0.0
0.2405545847554011,0.0
0.23858057281221257,0.0
0.23761834320215922,0.0
0.23666405712527144,0.0
0.2347593244722537,0.0
