pose x,pose y
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.0,3.0
1.004286766052246,2.997840404510498
1.0085735321044922,2.995680809020996
1.0128602981567383,2.993521213531494
1.0171470642089844,2.9913618564605713
1.0214338302612305,2.9892022609710693
1.0257205963134766,2.9870426654815674
1.0300073623657227,2.9848830699920654
1.0342941284179688,2.9827234745025635
1.0385808944702148,2.9805638790130615
1.042867660522461,2.9784045219421387
1.047154426574707,2.9762449264526367
1.0514410734176636,2.9740853309631348
1.0557278394699097,2.971925735473633
1.0600146055221558,2.969766139984131
1.0643013715744019,2.967606544494629
1.068588137626648,2.965447187423706
1.072874903678894,2.963287591934204
1.0771616697311401,2.961127996444702
1.0814484357833862,2.9589684009552
1.0857352018356323,2.9568088054656982
1.0900219678878784,2.9546492099761963
1.0943087339401245,2.9524898529052734
1.0985954999923706,2.9503302574157715
1.1028822660446167,2.9481706619262695
1.1071690320968628,2.9460110664367676
1.1114557981491089,2.9438514709472656
1.115742564201355,2.9416918754577637
1.120029330253601,2.939532518386841
1.1243160963058472,2.937372922897339
1.1286028623580933,2.935213327407837
1.1328896284103394,2.933053731918335
1.1371763944625854,2.930894136428833
1.1414631605148315,2.928734540939331
1.145749807357788,2.926575183868408
1.1500365734100342,2.9244155883789062
1.1543233394622803,2.9222559928894043
1.1586101055145264,2.9200963973999023
1.1628968715667725,2.9179368019104004
1.1671836376190186,2.9157772064208984
1.1714704036712646,2.9136178493499756
1.1757571697235107,2.9114582538604736
1.1800439357757568,2.9092986583709717
1.184330701828003,2.9071390628814697
1.188617467880249,2.9049794673919678
1.1929042339324951,2.902819871902466
1.1971909999847412,2.900660514831543
1.2014777660369873,2.898500919342041
1.2057645320892334,2.896341323852539
1.2100512981414795,2.894181728363037
1.2143380641937256,2.892022132873535
1.2186248302459717,2.889862537384033
1.2229115962982178,2.8877031803131104
1.2271983623504639,2.8855435848236084
1.23148512840271,2.8833839893341064
1.235771894454956,2.8812243938446045
1.2400585412979126,2.8790647983551025
1.2443453073501587,2.8769052028656006
1.2486320734024048,2.8747458457946777
1.2529188394546509,2.872586250305176
1.257205605506897,2.870426654815674
1.261492371559143,2.868267059326172
1.2657791376113892,2.86610746383667
1.2700659036636353,2.863947868347168
1.2743526697158813,2.861788511276245
1.2786394357681274,2.859628915786743
1.2829262018203735,2.857469320297241
1.2872129678726196,2.8553097248077393
1.2914997339248657,2.8531501293182373
1.2957864999771118,2.8509905338287354
1.300073266029358,2.8488311767578125
1.304360032081604,2.8466715812683105
1.30864679813385,2.8445119857788086
1.3129335641860962,2.8423523902893066
1.3172203302383423,2.8401927947998047
1.3215070962905884,2.8380331993103027
1.3257938623428345,2.83587384223938
1.3300806283950806,2.833714246749878
1.334367275238037,2.831554651260376
1.3386540412902832,2.829395055770874
1.3429408073425293,2.827235460281372
1.3472275733947754,2.82507586479187
1.3515143394470215,2.8229165077209473
1.3558011054992676,2.8207569122314453
1.3600878715515137,2.8185973167419434
1.3643746376037598,2.8164377212524414
1.3686614036560059,2.8142781257629395
1.372948169708252,2.8121185302734375
1.377234935760498,2.8099591732025146
1.3815217018127441,2.8077995777130127
1.3858084678649902,2.8056399822235107
1.3900952339172363,2.803480386734009
1.3943819999694824,2.801320791244507
1.3986687660217285,2.799161195755005
1.4029555320739746,2.797001838684082
1.4072422981262207,2.79484224319458
1.4115290641784668,2.792682647705078
1.415815830230713,2.790523052215576
1.420102596282959,2.788363456726074
1.424389362335205,2.7862038612365723
1.4286761283874512,2.7840442657470703
1.4329627752304077,2.7818849086761475
1.4372495412826538,2.7797253131866455
1.4415363073349,2.7775657176971436
1.445823073387146,2.7754061222076416
1.450109839439392,2.7732465267181396
1.4543966054916382,2.7710869312286377
1.4586833715438843,2.768927574157715
1.4629701375961304,2.766767978668213
1.4672569036483765,2.764608383178711
1.4715436697006226,2.762448787689209
1.4758304357528687,2.760289192199707
1.4801172018051147,2.758129596710205
1.4844039678573608,2.7559702396392822
1.488690733909607,2.7538106441497803
1.492977499961853,2.7516510486602783
1.4972642660140991,2.7494914531707764
1.5015510320663452,2.7473318576812744
1.5058377981185913,2.7451722621917725
1.5101245641708374,2.7430129051208496
1.5144113302230835,2.7408533096313477
1.5186980962753296,2.7386937141418457
1.5229848623275757,2.7365341186523438
1.5272715091705322,2.734374523162842
1.5315582752227783,2.73221492767334
1.5358450412750244,2.730055570602417
1.5401318073272705,2.727895975112915
1.5444185733795166,2.725736379623413
1.5487053394317627,2.723576784133911
1.5529921054840088,2.721417188644409
1.5572788715362549,2.7192575931549072
1.561565637588501,2.7170982360839844
1.565852403640747,2.7149386405944824
1.5701391696929932,2.7127790451049805
1.5744259357452393,2.7106194496154785
1.5787127017974854,2.7084598541259766
1.5829994678497314,2.7063002586364746
1.5872862339019775,2.7041409015655518
1.5915729999542236,2.70198130607605
1.5958597660064697,2.699821710586548
1.6001465320587158,2.697662115097046
1.604433298110962,2.695502519607544
1.608720064163208,2.693342924118042
1.613006830215454,2.691183567047119
1.6172935962677002,2.689023971557617
1.6215802431106567,2.6868643760681152
1.6258670091629028,2.6847047805786133
1.630153775215149,2.6825451850891113
1.634440541267395,2.6803855895996094
1.6387273073196411,2.6782262325286865
1.6430140733718872,2.6760666370391846
1.6473008394241333,2.6739070415496826
1.6515876054763794,2.6717474460601807
1.6558743715286255,2.6695878505706787
1.6601611375808716,2.6674282550811768
1.6644479036331177,2.665268898010254
1.6687346696853638,2.663109302520752
1.6730214357376099,2.66094970703125
1.677308201789856,2.658790111541748
1.681594967842102,2.656630516052246
1.6858817338943481,2.654470920562744
1.6901684999465942,2.6523115634918213
1.6944552659988403,2.6501519680023193
1.6987420320510864,2.6479923725128174
1.7030287981033325,2.6458327770233154
1.7073155641555786,2.6436731815338135
1.7116023302078247,2.6415135860443115
1.7158889770507812,2.6393542289733887
1.7201757431030273,2.6371946334838867
1.7244625091552734,2.6350350379943848
1.7287492752075195,2.632875442504883
1.7330360412597656,2.630715847015381
1.7373228073120117,2.628556251525879
1.7416095733642578,2.626396894454956
1.745896339416504,2.624237298965454
1.75018310546875,2.622077703475952
1.754469871520996,2.61991810798645
1.7587566375732422,2.6177585124969482
1.7630434036254883,2.6155989170074463
1.7673301696777344,2.6134395599365234
1.7716169357299805,2.6112799644470215
1.7759037017822266,2.6091203689575195
1.7801904678344727,2.6069607734680176
1.7844772338867188,2.6048011779785156
1.7887639999389648,2.6026415824890137
1.793050765991211,2.600482225418091
1.797337532043457,2.598322629928589
1.8016242980957031,2.596163034439087
1.8059110641479492,2.594003438949585
1.8101977109909058,2.591843843460083
1.8144844770431519,2.589684247970581
1.818771243095398,2.587524890899658
1.823058009147644,2.5853652954101562
1.8273447751998901,2.5832056999206543
1.8316315412521362,2.5810461044311523
1.8359183073043823,2.5788865089416504
1.8402050733566284,2.5767269134521484
1.8444918394088745,2.5745673179626465
1.8487786054611206,2.5724079608917236
1.8530653715133667,2.5702483654022217
1.8573521375656128,2.5680887699127197
1.8616389036178589,2.5659291744232178
1.865925669670105,2.563769578933716
1.870212435722351,2.561609983444214
1.8744992017745972,2.559450626373291
1.8787859678268433,2.557291030883789
1.8830727338790894,2.555131435394287
1.8873594999313354,2.552971839904785
1.8916462659835815,2.550812244415283
1.8959330320358276,2.5486526489257812
1.9002197980880737,2.5464932918548584
1.9045065641403198,2.5443336963653564
1.9087932109832764,2.5421741008758545
1.9130799770355225,2.5400145053863525
1.9173667430877686,2.5378549098968506
1.9216535091400146,2.5356953144073486
1.9259402751922607,2.533535957336426
1.9302270412445068,2.531376361846924
1.934513807296753,2.529216766357422
1.938800573348999,2.52705717086792
1.9430873394012451,2.524897575378418
1.9473741054534912,2.522737979888916
1.9516608715057373,2.520578622817993
1.9559476375579834,2.518419027328491
1.9602344036102295,2.5162594318389893
1.9645211696624756,2.5140998363494873
1.9688079357147217,2.5119402408599854
1.9730947017669678,2.5097806453704834
1.9773814678192139,2.5076212882995605
1.98166823387146,2.5054616928100586
1.985954999923706,2.5033020973205566
1.9902417659759521,2.5011425018310547
1.9945285320281982,2.4989829063415527
1.9988152980804443,2.496823310852051
2.0031020641326904,2.494663953781128
2.0073888301849365,2.492504358291626
2.0116755962371826,2.490344762802124
2.0159623622894287,2.488185167312622
2.020249128341675,2.48602557182312
2.024535894393921,2.483865976333618
2.028822660446167,2.4817066192626953
2.033109426498413,2.4795470237731934
2.037396192550659,2.4773874282836914
2.0416603088378906,2.4752392768859863
2.045924425125122,2.4730911254882812
2.0501885414123535,2.470942974090576
2.054384231567383,2.4688291549682617
2.058579921722412,2.4667155742645264
2.0627753734588623,2.464601993560791
2.0669710636138916,2.4624884128570557
2.0711495876312256,2.460383415222168
2.0753281116485596,2.458278179168701
2.0795066356658936,2.4561731815338135
2.0836007595062256,2.454110860824585
2.0876779556274414,2.452056646347046
2.0917551517486572,2.450002670288086
2.095832586288452,2.447948694229126
2.099909782409668,2.445894718170166
2.103987216949463,2.443840503692627
2.1080644130706787,2.441786527633667
2.1121418476104736,2.439732551574707
2.116168975830078,2.437703847885132
2.1201961040496826,2.4356749057769775
2.124223232269287,2.4336462020874023
2.1282503604888916,2.431617498397827
2.132277488708496,2.429588794708252
2.1363046169281006,2.4275598526000977
2.1402339935302734,2.4255805015563965
2.144163131713867,2.423600912094116
2.1480114459991455,2.4216623306274414
2.151859760284424,2.4197237491607666
2.155708074569702,2.4177849292755127
2.1595563888549805,2.415846347808838
2.163356304168701,2.4139320850372314
2.167156219482422,2.412017822265625
2.1709561347961426,2.4101033210754395
2.1747560501098633,2.408189058303833
2.178556203842163,2.4062747955322266
2.182356119155884,2.40436053276062
2.1861560344696045,2.4024460315704346
2.1898937225341797,2.4005630016326904
2.193631649017334,2.3986802101135254
2.197369337081909,2.3967971801757812
2.2011070251464844,2.394914150238037
2.2048447132110596,2.393031120300293
2.208582639694214,2.391148328781128
2.21225905418396,2.389296054840088
2.215935707092285,2.387444019317627
2.2196121215820312,2.385591745376587
2.2232887744903564,2.383739709854126
2.2269654273986816,2.381887435913086
2.2305359840393066,2.3800885677337646
2.2340173721313477,2.3783347606658936
2.237454891204834,2.376603126525879
2.2408640384674072,2.3748857975006104
2.2442729473114014,2.3731682300567627
2.247668504714966,2.371457815170288
2.2510502338409424,2.3697540760040283
2.254431962966919,2.3680505752563477
2.2578136920928955,2.366346836090088
2.261195421218872,2.3646433353424072
2.264549970626831,2.3629534244537354
2.26790452003479,2.3612635135650635
2.271259069442749,2.3595736026763916
2.274613380432129,2.3578836917877197
2.277967929840088,2.356193780899048
2.281322479248047,2.354503631591797
2.284677028656006,2.352813720703125
2.288031578063965,2.351123809814453
2.2913589477539062,2.349447727203369
2.2946865558624268,2.347771406173706
2.298013925552368,2.346095085144043
2.3013415336608887,2.34441876411438
2.30466890335083,2.342742443084717
2.3079965114593506,2.3410661220550537
2.311323881149292,2.3393898010253906
2.3146512508392334,2.3377134799957275
2.317978858947754,2.3360373973846436
2.3213062286376953,2.3343610763549805
2.32456636428833,2.33271861076355
2.327826499938965,2.331076145172119
2.3309264183044434,2.329514503479004
2.334026336669922,2.3279528617858887
2.3371262550354004,2.3263912200927734
2.340226173400879,2.324829578399658
2.3433260917663574,2.323267936706543
2.346426010131836,2.3217062950134277
2.3495259284973145,2.3201446533203125
2.352625846862793,2.3185830116271973
2.3557257652282715,2.317021369934082
2.358759641647339,2.315492868423462
2.3617935180664062,2.313964605331421
2.3648273944854736,2.312436103820801
2.36786150932312,2.3109078407287598
2.3708953857421875,2.3093793392181396
2.373929262161255,2.3078510761260986
2.3769631385803223,2.3063225746154785
2.3799970149993896,2.3047940731048584
2.3830184936523438,2.303272008895874
2.386039972305298,2.3017499446868896
2.389061450958252,2.300227642059326
2.392082929611206,2.298705577850342
2.3951046466827393,2.2971832752227783
2.3981261253356934,2.295661211013794
2.4009997844696045,2.2942135334014893
2.4038736820220947,2.2927658557891846
2.406747341156006,2.291317939758301
2.409621238708496,2.289870262145996
2.4123737812042236,2.2884836196899414
2.4150919914245605,2.287114143371582
2.4178102016448975,2.2857449054718018
2.4205286502838135,2.2843754291534424
2.4232468605041504,2.283006191253662
2.4259650707244873,2.2816367149353027
2.428683280944824,2.2802672386169434
2.4313571453094482,2.2789201736450195
2.4340312480926514,2.2775731086730957
2.4367051124572754,2.276226043701172
2.4393792152404785,2.274878978729248
2.4420530796051025,2.273531913757324
2.4447271823883057,2.2721848487854004
2.4474010467529297,2.2708377838134766
2.4500534534454346,2.2695016860961914
2.4527056217193604,2.2681655883789062
2.455357789993286,2.266829252243042
2.458010196685791,2.265493154525757
2.460662364959717,2.2641570568084717
2.4633145332336426,2.2628209590911865
2.4659669399261475,2.2614848613739014
2.4686191082000732,2.260148763656616
2.471271276473999,2.258812665939331
2.473848342895508,2.257514476776123
2.4763190746307373,2.256269693374634
2.478789806365967,2.2550249099731445
2.4812605381011963,2.2537803649902344
2.483710527420044,2.2525460720062256
2.4861602783203125,2.251312017440796
2.488610029220581,2.250077724456787
2.4910600185394287,2.2488436698913574
2.4935097694396973,2.2476093769073486
2.495959758758545,2.246375322341919
2.498379945755005,2.2451560497283936
2.500800132751465,2.243936777114868
2.503220319747925,2.2427175045013428
2.5056405067443848,2.2414982318878174
2.5080606937408447,2.240279197692871
2.5104808807373047,2.2390599250793457
2.5129010677337646,2.2378406524658203
2.515291929244995,2.236636161804199
2.5176827907562256,2.235431671142578
2.520073413848877,2.234227418899536
2.5224642753601074,2.233022928237915
2.524855136871338,2.231818437576294
2.527158498764038,2.2306580543518066
2.5294618606567383,2.2294979095458984
2.53171706199646,2.2283616065979004
2.5339725017547607,2.2272253036499023
2.5362279415130615,2.2260892391204834
2.5384833812713623,2.2249529361724854
2.540738821029663,2.2238168716430664
2.5429940223693848,2.2226805686950684
2.5452494621276855,2.2215442657470703
2.5475049018859863,2.2204082012176514
2.549741506576538,2.2192814350128174
2.55197811126709,2.2181546688079834
2.5542147159576416,2.2170279026031494
2.5564513206481934,2.2159011363983154
2.558687925338745,2.2147743701934814
2.560924530029297,2.2136476039886475
2.5631613731384277,2.2125208377838135
2.5653979778289795,2.2113940715789795
2.5676345825195312,2.2102673053741455
2.569871187210083,2.2091405391693115
2.5721077919006348,2.2080137729644775
2.5743443965911865,2.2068872451782227
2.5765810012817383,2.2057604789733887
2.57881760597229,2.2046337127685547
2.5810089111328125,2.2035295963287354
2.583200216293335,2.202425718307495
2.5853915214538574,2.201321840286255
2.58758282661438,2.2002179622650146
2.5897741317749023,2.1991140842437744
2.59185791015625,2.1980643272399902
2.5939416885375977,2.197014570236206
2.595980644226074,2.1959874629974365
2.598019599914551,2.194960117340088
2.6000583171844482,2.1939330101013184
2.602097272872925,2.192905902862549
2.6041362285614014,2.1918787956237793
2.60614013671875,2.1908693313598633
2.6081438064575195,2.1898598670959473
2.610147476196289,2.1888504028320312
2.6121511459350586,2.1878411769866943
2.614154815673828,2.1868317127227783
2.6161584854125977,2.1858222484588623
2.6181623935699463,2.1848127841949463
2.620166063308716,2.1838033199310303
2.6221110820770264,2.182823419570923
2.624056100845337,2.1818437576293945
2.6260011196136475,2.180863857269287
2.627946138381958,2.1798839569091797
