pose x,pose y
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
10.0,8.0
9.995706558227539,8.00214672088623
9.991414070129395,8.004294395446777
9.987120628356934,8.006441116333008
9.982828140258789,8.008587837219238
9.978534698486328,8.010735511779785
9.974242210388184,8.012882232666016
9.969948768615723,8.015028953552246
9.965655326843262,8.017176628112793
9.961362838745117,8.019323348999023
9.957069396972656,8.02147102355957
9.952776908874512,8.0236177444458
9.94848346710205,8.025764465332031
9.944190979003906,8.027912139892578
9.939897537231445,8.030058860778809
9.935604095458984,8.032205581665039
9.93131160736084,8.034353256225586
9.927018165588379,8.036499977111816
9.922725677490234,8.038646697998047
9.918432235717773,8.040794372558594
9.914139747619629,8.042941093444824
9.909846305847168,8.045087814331055
9.905552864074707,8.047235488891602
9.901260375976562,8.049382209777832
9.896966934204102,8.051528930664062
9.892674446105957,8.05367660522461
9.888381004333496,8.05582332611084
9.884088516235352,8.057971000671387
9.87979507446289,8.060117721557617
9.87550163269043,8.062264442443848
9.871209144592285,8.064412117004395
9.866915702819824,8.066558837890625
9.86262321472168,8.068705558776855
9.858329772949219,8.070853233337402
9.854037284851074,8.072999954223633
9.849743843078613,8.075146675109863
9.845450401306152,8.07729434967041
9.841157913208008,8.07944107055664
9.836864471435547,8.081587791442871
9.832571983337402,8.083735466003418
9.828278541564941,8.085882186889648
9.823986053466797,8.088028907775879
9.819692611694336,8.090176582336426
9.815399169921875,8.092323303222656
9.81110668182373,8.094470977783203
9.80681324005127,8.096617698669434
9.802520751953125,8.098764419555664
9.798227310180664,8.100912094116211
9.793933868408203,8.103058815002441
9.789641380310059,8.105205535888672
9.785347938537598,8.107353210449219
9.781055450439453,8.10949993133545
9.776762008666992,8.11164665222168
9.772469520568848,8.113794326782227
9.768176078796387,8.115941047668457
9.763882637023926,8.118087768554688
9.759590148925781,8.120235443115234
9.75529670715332,8.122382164001465
9.751004219055176,8.124528884887695
9.746710777282715,8.126676559448242
9.74241828918457,8.128823280334473
9.73812484741211,8.13097095489502
9.733831405639648,8.13311767578125
9.729538917541504,8.13526439666748
9.725245475769043,8.137412071228027
9.720952987670898,8.139558792114258
9.716659545898438,8.141705513000488
9.712367057800293,8.143853187561035
9.708073616027832,8.145999908447266
9.703780174255371,8.148146629333496
9.699487686157227,8.150294303894043
9.695194244384766,8.152441024780273
9.690901756286621,8.154587745666504
9.68660831451416,8.15673542022705
9.682315826416016,8.158882141113281
9.678022384643555,8.161028861999512
9.673728942871094,8.163176536560059
9.66943645477295,8.165323257446289
9.665143013000488,8.167470932006836
9.660850524902344,8.169617652893066
9.656557083129883,8.171764373779297
9.652264595031738,8.173912048339844
9.647971153259277,8.176058769226074
9.643677711486816,8.178205490112305
9.639385223388672,8.180353164672852
9.635091781616211,8.182499885559082
9.630799293518066,8.184646606445312
9.626505851745605,8.18679428100586
9.622213363647461,8.18894100189209
9.617919921875,8.19108772277832
9.613626480102539,8.193235397338867
9.609333992004395,8.195382118225098
9.605040550231934,8.197528839111328
9.600748062133789,8.199676513671875
9.596454620361328,8.201823234558105
9.592162132263184,8.203969955444336
9.587868690490723,8.206117630004883
9.583575248718262,8.208264350891113
9.579282760620117,8.21041202545166
9.574989318847656,8.21255874633789
9.570696830749512,8.214705467224121
9.56640338897705,8.216853141784668
9.562110900878906,8.218999862670898
9.557817459106445,8.221146583557129
9.553524017333984,8.223294258117676
9.54923152923584,8.225440979003906
9.544938087463379,8.227587699890137
9.540645599365234,8.229735374450684
9.536352157592773,8.231882095336914
9.532059669494629,8.234028816223145
9.527766227722168,8.236176490783691
9.523472785949707,8.238323211669922
9.519180297851562,8.240469932556152
9.514886856079102,8.2426176071167
9.510594367980957,8.24476432800293
9.506300926208496,8.246912002563477
9.502008438110352,8.249058723449707
9.49771499633789,8.251205444335938
9.49342155456543,8.253353118896484
9.489129066467285,8.255499839782715
9.484835624694824,8.257646560668945
9.48054313659668,8.259794235229492
9.476249694824219,8.261940956115723
9.471957206726074,8.264087677001953
9.467663764953613,8.2662353515625
9.463370323181152,8.26838207244873
9.459077835083008,8.270528793334961
9.454784393310547,8.272676467895508
9.450491905212402,8.274823188781738
9.446198463439941,8.276969909667969
9.441905975341797,8.279117584228516
9.437612533569336,8.281264305114746
9.433319091796875,8.283411979675293
9.42902660369873,8.285558700561523
9.42473316192627,8.287705421447754
9.420440673828125,8.2898530960083
9.416147232055664,8.291999816894531
9.41185474395752,8.294146537780762
9.407561302185059,8.296294212341309
9.403267860412598,8.298440933227539
9.398975372314453,8.30058765411377
9.394681930541992,8.302735328674316
9.390389442443848,8.304882049560547
9.386096000671387,8.307028770446777
9.381802558898926,8.309176445007324
9.377510070800781,8.311323165893555
9.37321662902832,8.313469886779785
9.368924140930176,8.315617561340332
9.364630699157715,8.317764282226562
9.36033821105957,8.31991195678711
9.35604476928711,8.32205867767334
9.351751327514648,8.32420539855957
9.347458839416504,8.326353073120117
9.343165397644043,8.328499794006348
9.338872909545898,8.330646514892578
9.334579467773438,8.332794189453125
9.330286979675293,8.334940910339355
9.325993537902832,8.337087631225586
9.321700096130371,8.339235305786133
9.317407608032227,8.341382026672363
9.313114166259766,8.343528747558594
9.308821678161621,8.34567642211914
9.30452823638916,8.347823143005371
9.300235748291016,8.349969863891602
9.295942306518555,8.352117538452148
9.291648864746094,8.354264259338379
9.28735637664795,8.356411933898926
9.283062934875488,8.358558654785156
9.278770446777344,8.360705375671387
9.274477005004883,8.362853050231934
9.270184516906738,8.364999771118164
9.265891075134277,8.367146492004395
9.261597633361816,8.369294166564941
9.257305145263672,8.371440887451172
9.253011703491211,8.373587608337402
9.248719215393066,8.37573528289795
9.244425773620605,8.37788200378418
9.240133285522461,8.38002872467041
9.23583984375,8.382176399230957
9.231546401977539,8.384323120117188
9.227253913879395,8.386469841003418
9.222960472106934,8.388617515563965
9.218667984008789,8.390764236450195
9.214374542236328,8.392911911010742
9.210082054138184,8.395058631896973
9.205788612365723,8.397205352783203
9.201495170593262,8.39935302734375
9.197202682495117,8.40149974822998
9.192909240722656,8.403646469116211
9.188616752624512,8.405794143676758
9.18432331085205,8.407940864562988
9.180030822753906,8.410087585449219
9.175737380981445,8.412235260009766
9.171443939208984,8.414381980895996
9.16715145111084,8.416528701782227
9.162858009338379,8.418676376342773
9.158565521240234,8.420823097229004
9.154272079467773,8.422969818115234
9.149979591369629,8.425117492675781
9.145686149597168,8.427264213562012
9.141392707824707,8.429411888122559
9.137100219726562,8.431558609008789
9.132806777954102,8.43370532989502
9.128514289855957,8.435853004455566
9.124220848083496,8.437999725341797
9.119928359985352,8.440146446228027
9.11563491821289,8.442294120788574
9.11134147644043,8.444440841674805
9.107048988342285,8.446587562561035
9.102755546569824,8.448735237121582
9.09846305847168,8.450881958007812
9.094169616699219,8.453028678894043
9.089877128601074,8.45517635345459
9.085583686828613,8.45732307434082
9.081290245056152,8.45946979522705
9.076997756958008,8.461617469787598
