battery
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
89.0
