linear,angular
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.3
0.0,0.29982899724482376
0.0,0.2979090124273189
0.0,0.294071188559521
0.0,0.28834520875452835
0.0,0.2845442443990596
0.0,0.28079845010279497
0.0,0.27435168324946246
0.0,0.26800188123225055
0.0,0.26005927621363484
0.0,0.25746614037989457
0.0,0.254918733229626
0.0,0.2540865570211299
0.0,0.2532708078527339
0.0,0.2516420036458858
0.0,0.24920798837183794
0.0,0.24598697721003374
0.0,0.2451817184591182
0.0,0.23962008058070025
0.0,0.23569201528071246
0.0,0.22955774365900836
0.0,0.2265408664846309
0.0,0.22507170735834917
0.0,0.2214373975896724
0.0,0.2199875503682979
0.0,0.20785523950098833
0.0,0.20714663564204058
0.0,0.2058163553380855
0.0,0.2044883638524898
0.0,0.2005239158773311
0.0,0.19526776372431598
0.0,0.19397172032831989
0.0,0.1920635133886226
0.0,0.19144279061793168
0.0,0.1908281952047237
0.0,0.18960296212672076
0.0,0.18653987943171343
0.0,0.18166252671717487
0.0,0.18045887052058063
0.0,0.1792806059026607
0.0,0.1769668966436275
0.0,0.17524580060480913
0.0,0.1746795087957271
0.0,0.17355243264674028
0.0,0.17355243264674028
0.0,0.1729970604085811
0.0,0.17188631593226275
0.0,0.17188631593226275
0.0,0.16802896558283648
0.0,0.16582881509302935
0.0,0.1652911096715816
0.0,0.16476046144007525
0.0,0.16476046144007525
0.0,0.1610578685903438
0.0,0.16053065358637653
0.0,0.1563483148717769
0.0,0.15480217038630326
0.0,0.15125981866358598
0.0,0.15076445638178668
0.0,0.15028041898249467
0.0,0.14979797898768266
0.0,0.1493170648717769
0.0,0.1483583599233516
0.0,0.145966210951794
0.0,0.14311160146235308
0.0,0.14264449178217728
0.0,0.14264449178217728
0.0,0.14218653737543901
0.0,0.14081715642451129
0.0,0.13944925366877398
0.0,0.13853925763605912
0.0,0.13358687459467727
0.0,0.1326943784856685
0.0,0.12920240460871538
0.0,0.1279228597783931
0.0,0.12583326398371536
0.0,0.12335666715143997
0.0,0.12173265515803176
0.0,0.12093524037836868
0.0,0.12093524037836868
0.0,0.11977171002863723
0.0,0.11822370587824661
0.0,0.11590923367976029
0.0,0.11514762937067825
0.0,0.11440581380366165
0.0,0.11403731404780228
0.0,0.11293191014765579
0.0,0.11037277280329544
0.0,0.10964998303889115
0.0,0.10929678975581009
0.0,0.10929678975581009
0.0,0.10824412404536086
0.0,0.1040470987462886
0.0,0.10196208058832962
0.0,0.10161570607661087
0.0,0.09897879659174759
0.0,0.09605225621699173
0.0,0.09477690755366165
0.0,0.09415277539728958
0.0,0.09292739926813919
0.0,0.09110969602106887
0.0,0.09050711690424759
0.0,0.08874033986567337
0.0,0.0878657251500972
0.0,0.08498243390559036
0.0,0.08442009984492141
0.0,0.08330463468073684
0.0,0.08222226201533157
0.0,0.08087867795466262
0.0,0.07955969869135696
0.0,0.0782656103277095
0.0,0.07801102696894485
0.0,0.07725137769221145
0.0,0.07550314961909134
0.0,0.07525347768305618
0.0,0.07328704892634232
0.0,0.07256220876215774
0.0,0.070901718726147
0.0,0.06880034505366166
0.0,0.06833590566157181
0.0,0.06653570233820755
0.0,0.06565803586481887
0.0,0.06522645055292924
0.0,0.06438321172236282
0.0,0.0637556463384517
0.0,0.06271742879389602
0.0,0.06087926923273881
0.0,0.05764817296503861
0.0,0.05724681912897904
0.0,0.0551806837224849
0.0,0.0551806837224849
0.0,0.05482091008662064
0.0,0.054291191687572786
0.0,0.05394033490656693
0.0,0.05254367887018998
0.0,0.051156082739818885
0.0,0.05047906934260209
0.0,0.049987974753368684
0.0,0.04933966695307572
0.0,0.04837988912104447
0.0,0.04806412755488236
0.0,0.04759043752192337
0.0,0.04712699948786576
0.0,0.04682244359492142
0.0,0.046520844092357946
0.0,0.0463709741735347
0.0,0.04622210561274369
0.0,0.04592489301203568
0.0,0.04577697812556107
0.0,0.04474729596613724
0.0,0.04430688916682084
0.0,0.043291369070995636
0.0,0.04300779401301224
0.0,0.04273075162409622
0.0,0.042454567542064975
0.0,0.04218110143183548
0.0,0.04218110143183548
0.0,0.042046108832348175
0.0,0.0413712412023433
0.0,0.040833035101879425
0.0,0.0402970224523433
0.0,0.03964022695063431
0.0,0.0387324243688472
0.0,0.038478747000683135
0.0,0.03798007070063431
0.0,0.03748592435358841
0.0,0.03626417218684037
0.0,0.035298195471752475
0.0,0.0348261743688472
0.0,0.03460029660700638
0.0,0.03437589704035599
0.0,0.03393229543207962
0.0,0.033049383749950714
0.0,0.032830801596630405
0.0,0.032619276633251496
0.0,0.03251351415156204
0.0,0.03157066403864701
0.0,0.03094538747309525
0.0,0.030633297553051303
0.0,0.03023718892573197
0.0,0.030041113486278838
0.0,0.029944363226879427
0.0,0.029847612967480015
0.0,0.02936820088862259
0.0,0.028603783240307157
0.0,0.02831877767084915
0.0,0.028041735281933135
0.0,0.028041735281933135
0.0,0.027771654715526888
0.0,0.027412691702831574
0.0,0.02687515317438919
0.0,0.026612034430492704
0.0,0.02652429639338333
0.0,0.026011648764599153
0.0,0.025841608633983916
0.0,0.02575673161982376
0.0,0.025507584204662627
0.0,0.025095215430248567
0.0,0.02444061337946732
0.0,0.024200478186596222
0.0,0.023887625327099152
0.0,0.023577871909130403
0.0,0.02288588582514603
0.0,0.022733011832226105
0.0,0.022508898367870636
0.0,0.022435656180370637
0.0,0.02236289083002884
0.0,0.022219315161693877
0.0,0.02214750348566849
0.0,0.022005310645092317
0.0,0.021295681586254424
0.0,0.020236673941601106
0.0,0.020166292777050322
0.0,0.01982893048762161
0.0,0.019505825629223178
0.0,0.019247713675487825
0.0,0.018491402258861846
0.0,0.018429794898022003
0.0,0.01813153325556595
0.0,0.017658939948070832
0.0,0.01754097043513138
0.0,0.01730946599482376
0.0,0.01714104711054642
0.0,0.01697486936091263
0.0,0.016864100089062042
0.0,0.01648067533015091
0.0,0.015994253745067903
0.0,0.01567048131464798
0.0,0.015297642340648957
0.0,0.014782181372631379
0.0,0.014384594550121612
0.0,0.014193716635692901
0.0,0.013916292777050324
0.0,0.013504448523510284
0.0,0.013143768897045442
0.0,0.012877884497631378
0.0,0.012705031027782745
0.0,0.01249212323664505
0.0,0.012328377356518098
0.0,0.012168493857372589
0.0,0.012089577307689971
0.0,0.011852875342357941
0.0,0.01153983174799759
0.0,0.01138581334589798
0.0,0.01138581334589798
0.0,0.01131247579096634
0.0,0.01131247579096634
0.0,0.011167421927440949
0.0,0.01102265416621048
0.0,0.01087783872126419
0.0,0.010770645728100128
0.0,0.01056036054133255
0.0,0.010387697806347199
0.0,0.010318794836986847
0.0,0.010184708228100128
0.0,-0.01031234682561081
0.0,-0.010474900612842255
0.0,-0.010276917824756317
0.0,-0.010276917824756317
0.0,-0.010209874520312958
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.3,0.0
0.29721701441860665,0.0
0.2960168543664713,0.0
0.2936392451700921,0.0
0.2829635143565653,0.0
0.27705259809954125,0.0
0.27478886336220637,0.0
0.2725487991737995,0.0
0.2659086812348743,0.0
0.2648184505379041,0.0
0.2626911945636022,0.0
0.25950462886251185,0.0
0.25211515728491446,0.0
0.24584886319294494,0.0
0.24276433671615558,0.0
0.23973898657822085,0.0
0.2358054129858585,0.0
0.22613066868498327,0.0
0.2242129289509874,0.0
0.21874706151432158,0.0
0.21604883390179136,0.0
0.21604883390179136,0.0
0.21430947615428414,0.0
0.21344539509514132,0.0
0.21172395016514933,0.0
0.2082950281203245,0.0
0.20658733773693938,0.0
0.2031792073865264,0.0
0.19813887645516137,0.0
0.18254724537830436,0.0
0.18094212736683857,0.0
0.17795889382012434,0.0
0.17651147266530587,0.0
0.173640194356917,0.0
0.16938088452223202,0.0
0.16938088452223202,0.0
0.16257155458800224,0.0
0.1571513224622008,0.0
0.155823426968406,0.0
0.15328726800382297,0.0
0.15266405058433882,0.0
0.15205096244746474,0.0
0.15205096244746474,0.0
0.15083214330611314,0.0
0.14961556319765565,0.0
0.14719743708699284,0.0
0.1441808303882283,0.0
0.14060935221654788,0.0
0.14060935221654788,0.0
0.13945823935836726,0.0
0.13720836596242994,0.0
0.13439626415930525,0.0
0.1305227202560254,0.0
0.1283499360274005,0.0
0.12676806217182368,0.0
0.12263478234074376,0.0
0.12060028956389304,0.0
0.11809803718813269,0.0
0.11713330314219247,0.0
0.11523368978640194,0.0
0.11288700201098628,0.0
0.11242617296306145,0.0
0.11106202550303582,0.0
0.1106104728056202,0.0
0.10838192443146402,0.0
0.10749715843991567,0.0
0.10617875253564674,0.0
0.10531872338921902,0.0
0.10274951137275684,0.0
0.10232802673114774,0.0
0.10191699117684572,0.0
0.10150776829924812,0.0
0.1006908150797656,0.0
0.09865738877372529,0.0
0.0962277478450771,0.0
0.09583302570664151,0.0
0.09428367245782296,0.0
0.0896821007674076,0.0
0.08741943308879956,0.0
0.08704219747780612,0.0
0.08383153615051764,0.0
0.08383153615051764,0.0
0.08348319548143229,0.0
0.08348319548143229,0.0
